,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
951,Terry Dischinger,"Dischinger, Terry",1962,Y,76577,HISTADD_terry_dischinger,0,,,,0,,1972
952,Fred Diute,"Diute, Fred",1954,Y,76578,HISTADD_fred_diute,0,,,,0,,1954
953,Vlade Divac,"Divac, Vlade",1989,Y,124,vlade_divac,0,,,,0,,2004
954,Juan Dixon,"Dixon, Juan",2002,Y,2413,juan_dixon,0,,,,0,,2008
955,Aleksandar Djordjevic,"Djordjevic, Aleksandar",1996,Y,1059,aleksandar_djordjevic,0,,,,0,,1996
956,Earl Dodd,"Dodd, Earl",1949,Y,76580,HISTADD_earl_dodd,0,,,,0,,1949
957,Michael Doleac,"Doleac, Michael",1998,Y,1720,michael_doleac,0,,,,0,,2007
958,Joe Dolhon,"Dolhon, Joe",1949,Y,76581,HISTADD_joe_dolhon,0,,,,0,,1950
959,Bob Doll,"Doll, Bob",1946,Y,76582,HISTADD_bob_doll,0,,,,0,,1949
960,James Donaldson,"Donaldson, James",1980,Y,76583,HISTADD_james_donaldson,0,,,,0,,1994
961,Bob Donham,"Donham, Bob",1950,Y,76584,HISTADD_bob_donham,0,,,,0,,1953
962,Billy Donovan,"Donovan, Billy",1987,Y,76586,HISTADD_billy_donovan,0,,,,0,,1987
963,Harry Donovan,"Donovan, Harry",1949,Y,76585,HISTADD_harry_donovan,0,,,,0,,1949
964,Keyon Dooling,"Dooling, Keyon",2000,Y,2039,keyon_dooling,0,,,,0,,2012
965,Jacky Dorsey,"Dorsey, Jacky",1977,Y,76587,HISTADD_jacky_dorsey,0,,,,0,,1980
966,Joey Dorsey,"Dorsey, Joey",2008,Y,201595,joey_dorsey,0,,,,0,,2014
967,Tyler Dorsey,"Dorsey, Tyler",2017,Y,1628416,tyler_dorsey,0,,,,0,,2017
968,Damyean Dotson,"Dotson, Damyean",2017,Y,1628422,damyean_dotson,0,,,,0,,2017
969,Quincy Douby,"Douby, Quincy",2006,Y,200763,quincy_douby,0,,,,0,,2008
970,Bruce Douglas,"Douglas, Bruce",1986,Y,76588,HISTADD_bruce_douglas,0,,,,0,,1986
971,John Douglas,"Douglas, John",1981,Y,76589,HISTADD_john_douglas,0,,,,0,,1982
972,Leon Douglas,"Douglas, Leon",1976,Y,76590,HISTADD_leon_douglas,0,,,,0,,1982
973,Sherman Douglas,"Douglas, Sherman",1989,Y,428,sherman_douglas,0,,,,0,,2000
974,Toney Douglas,"Douglas, Toney",2009,Y,201962,toney_douglas,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2016
975,Chris Douglas-Roberts,"Douglas-Roberts, Chris",2008,Y,201604,chris_douglas-roberts,0,,,,0,,2014
976,Lloyd Dove,"Dove, Lloyd",1967,Y,76592,HISTADD_sonny_dove,0,,,,0,,1968
977,Zabian Dowdell,"Dowdell, Zabian",2010,Y,202220,zabian_dowdell,0,,,,0,,2010
978,Bill Downey,"Downey, Bill",1947,Y,76593,HISTADD_bill_downey,0,,,,0,,1947
979,Steve Downing,"Downing, Steve",1973,Y,76594,HISTADD_steve_downing,0,,,,0,,1974
980,Danny Doyle,"Doyle, Danny",1962,Y,76595,HISTADD_danny_doyle,0,,,,0,,1962
981,Milton Doyle,"Doyle, Milton",2017,Y,1628495,milton_doyle,0,,,,0,,2017
982,PJ Dozier,"Dozier, PJ",2017,Y,1628408,pj_dozier,0,,,,0,,2017
983,Terry Dozier,"Dozier, Terry",1989,Y,76596,HISTADD_terry_dozier,0,,,,0,,1989
984,Goran Dragic,"Dragic, Goran",2008,Y,201609,goran_dragic,1,MIA,Miami,heat,1610612748,Heat,2017
985,Zoran Dragic,"Dragic, Zoran",2014,Y,204054,zoran_dragic,0,,,,0,,2014
986,Greg Dreiling,"Dreiling, Greg",1986,Y,1068,greg_dreiling,0,,,,0,,1996
987,Bryce Drew,"Drew, Bryce",1998,Y,1724,bryce_drew,0,,,,0,,2003
988,John Drew,"Drew, John",1974,Y,76598,HISTADD_john_drew,0,,,,0,,1984
989,Larry Drew,"Drew, Larry",1980,Y,76599,HISTADD_larry_drew,0,,,,0,,1990
990,Larry Drew II,"Drew II, Larry",2014,Y,203580,larry_drew ii,0,,,,0,,2017
991,Clyde Drexler,"Drexler, Clyde",1983,Y,17,clyde_drexler,0,,,,0,,1997
992,Nate Driggers,"Driggers, Nate",1996,Y,1041,nate_driggers,0,,,,0,,1996
993,Terry Driscoll,"Driscoll, Terry",1970,Y,76603,HISTADD_terry_driscoll,0,,,,0,,1974
994,Predrag Drobnjak,"Drobnjak, Predrag",2001,Y,1542,predrag_drobnjak,0,,,,0,,2004
995,Ralph Drollinger,"Drollinger, Ralph",1980,Y,76604,HISTADD_ralph_drollinger,0,,,,0,,1980
996,Andre Drummond,"Drummond, Andre",2012,Y,203083,andre_drummond,1,DET,Detroit,pistons,1610612765,Pistons,2017
997,Dennis DuVal,"DuVal, Dennis",1974,Y,76623,HISTADD_dennis_duval,0,,,,0,,1975
998,Dick Duckett,"Duckett, Dick",1957,Y,76605,HISTADD_dick_duckett,0,,,,0,,1957
999,Kevin Duckworth,"Duckworth, Kevin",1986,Y,404,kevin_duckworth,0,,,,0,,1996
1000,Charles Dudley,"Dudley, Charles",1972,Y,76607,HISTADD_grasshopper_dudley,0,,,,0,,1978
1001,Chris Dudley,"Dudley, Chris",1987,Y,201,chris_dudley,0,,,,0,,2002
1002,Jared Dudley,"Dudley, Jared",2007,Y,201162,jared_dudley,1,WAS,Washington,wizards,1610612764,Wizards,2017
1003,Terry Duerod,"Duerod, Terry",1979,Y,76608,HISTADD_terry_duerod,0,,,,0,,1982
1004,Bob Duffy,"Duffy, Bob",1946,Y,76609,HISTADD_bobjohn_duffy,0,,,,0,,1946
1005,Bob Duffy,"Duffy, Bob",1962,Y,76610,HISTADD_bob_duffy,0,,,,0,,1964
1006,Chris Duhon,"Duhon, Chris",2004,Y,2768,chris_duhon,0,,,,0,,2012
1007,Duje Dukan,"Dukan, Duje",2015,Y,1626251,duje_dukan,1,SAC,Sacramento,kings,1610612758,Kings,2015
1008,Walter Dukes,"Dukes, Walter",1955,Y,76611,HISTADD_walter_dukes,0,,,,0,,1962
1009,Joe Dumars,"Dumars, Joe",1985,Y,247,joe_dumars,0,,,,0,,1998
1010,Richard Dumas,"Dumas, Richard",1992,Y,30,richard_dumas,0,,,,0,,1995
1011,Tony Dumas,"Dumas, Tony",1994,Y,434,tony_dumas,0,,,,0,,1997
1012,Andy Duncan,"Duncan, Andy",1948,Y,76615,HISTADD_andy_duncan,0,,,,0,,1950
1013,Tim Duncan,"Duncan, Tim",1997,Y,1495,tim_duncan,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
1014,Mike Dunleavy,"Dunleavy, Mike",2002,Y,2399,mike_dunleavy,1,CHI,Chicago,bulls,1610612741,Bulls,2016
1015,Mike Dunleavy,"Dunleavy, Mike",1976,Y,76616,HISTADD_mike_dunleavy_sr,0,,,,0,,1989
1016,Kris Dunn,"Dunn, Kris",2016,Y,1627739,kris_dunn,0,,,,0,,2017
1017,Pat Dunn,"Dunn, Pat",1957,Y,76617,HISTADD_pat_dunn,0,,,,0,,1957
1018,T.R. Dunn,"Dunn, T.R.",1977,Y,76618,HISTADD_tr_dunn,0,,,,0,,1990
1019,Ronald Dupree,"Dupree, Ronald",2003,Y,2648,ronald_dupree,0,,,,0,,2010
1020,Kevin Durant,"Durant, Kevin",2007,Y,201142,kevin_durant,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2017
1021,John Duren,"Duren, John",1980,Y,76619,HISTADD_john_duren,0,,,,0,,1982
1022,Pat Durham,"Durham, Pat",1992,Y,1090,pat_durham,0,,,,0,,1994
1023,Devin Durrant,"Durrant, Devin",1984,Y,76621,HISTADD_devin_durrant,0,,,,0,,1985
1024,Ken Durrett,"Durrett, Ken",1971,Y,76622,HISTADD_ken_durrett,0,,,,0,,1974
1025,Jack Dwan,"Dwan, Jack",1948,Y,76624,HISTADD_jack_dwan,0,,,,0,,1948
1026,Craig Dykema,"Dykema, Craig",1981,Y,76625,HISTADD_craig_dykema,0,,,,0,,1981
1027,Gene Dyker,"Dyker, Gene",1953,Y,76626,HISTADD_gene_dyker,0,,,,0,,1953
1028,Jerome Dyson,"Dyson, Jerome",2011,Y,202406,jerome_dyson,0,,,,0,,2011
1029,Ledell Eackles,"Eackles, Ledell",1988,Y,289,ledell_eackles,0,,,,0,,1997
1030,Jim Eakins,"Eakins, Jim",1976,Y,76628,HISTADD_jimbo_eakins,0,,,,0,,1977
1031,Acie Earl,"Earl, Acie",1993,Y,768,acie_earl,0,,,,0,,1996
1032,Ed Earle,"Earle, Ed",1953,Y,76630,HISTADD_ed_earle,0,,,,0,,1953
1033,Cleanthony Early,"Early, Cleanthony",2014,Y,203921,cleanthony_early,1,NYK,New York,knicks,1610612752,Knicks,2015
1034,Mark Eaton,"Eaton, Mark",1982,Y,76631,HISTADD_mark_eaton,0,,,,0,,1992
1035,Jerry Eaves,"Eaves, Jerry",1982,Y,76632,HISTADD_jerry_eaves,0,,,,0,,1986
1036,Devin Ebanks,"Ebanks, Devin",2010,Y,202365,devin_ebanks,0,,,,0,,2012
1037,Bill Ebben,"Ebben, Bill",1957,Y,76633,HISTADD_bill_ebben,0,,,,0,,1957
1038,Al Eberhard,"Eberhard, Al",1974,Y,76634,HISTADD_al_eberhard,0,,,,0,,1977
1039,Ndudi Ebi,"Ebi, Ndudi",2003,Y,2569,ndudi_ebi,0,,,,0,,2004
1040,Jarell Eddie,"Eddie, Jarell",2015,Y,204067,jarell_eddie,1,WAS,Washington,wizards,1610612764,Wizards,2017
1041,Patrick Eddie,"Eddie, Patrick",1991,Y,76635,HISTADD_patrick_eddie,0,,,,0,,1991
1042,Thomas Eddleman,"Eddleman, Thomas",1949,Y,76636,HISTADD_dike_eddleman,0,,,,0,,1952
1043,Kent Edelin,"Edelin, Kent",1984,Y,76637,HISTADD_kent_edelin,0,,,,0,,1984
1044,Keith Edmonson,"Edmonson, Keith",1982,Y,76638,HISTADD_keith_edmonson,0,,,,0,,1983
1045,Tyus Edney,"Edney, Tyus",1995,Y,721,tyus_edney,0,,,,0,,2000
1046,Bill Edwards,"Edwards, Bill",1993,Y,76646,HISTADD_bill_edwards,0,,,,0,,1993
1047,Blue Edwards,"Edwards, Blue",1989,Y,898,blue_edwards,0,,,,0,,1998
1048,Corsley Edwards,"Edwards, Corsley",2002,Y,2451,corsley_edwards,0,,,,0,,2004
1049,Doug Edwards,"Edwards, Doug",1993,Y,346,doug_edwards,0,,,,0,,1995
1050,Franklin Edwards,"Edwards, Franklin",1981,Y,76641,HISTADD_franklin_edwards,0,,,,0,,1987
1051,James Edwards,"Edwards, James",1977,Y,229,james_edwards,0,,,,0,,1995
1052,Jay Edwards,"Edwards, Jay",1989,Y,76643,HISTADD_jay_edwards,0,,,,0,,1989
1053,John Edwards,"Edwards, John",2004,Y,2823,john_edwards,0,,,,0,,2005
1054,Kevin Edwards,"Edwards, Kevin",1988,Y,236,kevin_edwards,0,,,,0,,2000
1055,Shane Edwards,"Edwards, Shane",2013,Y,202197,shane_edwards,0,,,,0,,2013
1056,Johnny Egan,"Egan, Johnny",1961,Y,76647,HISTADD_johnny_egan,0,,,,0,,1971
1057,Lonnie Eggleston,"Eggleston, Lonnie",1948,Y,76648,HISTADD_lonnie_eggleston,0,,,,0,,1948
1058,Eddie Ehlers,"Ehlers, Eddie",1947,Y,76649,HISTADD_bulbs_ehlers,0,,,,0,,1948
1059,Craig Ehlo,"Ehlo, Craig",1983,Y,378,craig_ehlo,0,,,,0,,1996
1060,Dick Eichhorst,"Eichhorst, Dick",1961,Y,76651,HISTADD_dick_eichhorst,0,,,,0,,1961
1061,Howard Eisley,"Eisley, Howard",1994,Y,458,howard_eisley,0,,,,0,,2005
1062,Obinna Ekezie,"Ekezie, Obinna",1999,Y,1918,obinna_ekezie,0,,,,0,,2004
1063,Khalid El-Amin,"El-Amin, Khalid",2000,Y,2064,khalid_el-amin,0,,,,0,,2002
1064,Don Eliason,"Eliason, Don",1946,Y,76653,HISTADD_don_eliason,0,,,,0,,1946
1065,Mario Elie,"Elie, Mario",1990,Y,53,mario_elie,0,,,,0,,2000
1066,Ray Ellefson,"Ellefson, Ray",1948,Y,76655,HISTADD_ray_ellefson,0,,,,0,,1950
1067,Henry Ellenson,"Ellenson, Henry",2016,Y,1627740,henry_ellenson,0,,,,0,,2017
1068,Wayne Ellington,"Ellington, Wayne",2009,Y,201961,wayne_ellington,1,BKN,Brooklyn,nets,1610612751,Nets,2017
1069,Bob Elliott,"Elliott, Bob",1978,Y,76656,HISTADD_bob_elliott,0,,,,0,,1980
1070,Sean Elliott,"Elliott, Sean",1989,Y,251,sean_elliott,0,,,,0,,2000
1071,Alexander Ellis,"Ellis, Alexander",1958,Y,76658,HISTADD_boo_ellis,0,,,,0,,1959
1072,Bo Ellis,"Ellis, Bo",1977,Y,76664,HISTADD_bo_ellis,0,,,,0,,1979
1073,Dale Ellis,"Ellis, Dale",1983,Y,107,dale_ellis,0,,,,0,,1999
1074,Harold Ellis,"Ellis, Harold",1993,Y,1677,harold_ellis,0,,,,0,,1997
1075,Joe Ellis,"Ellis, Joe",1966,Y,76661,HISTADD_joe_ellis,0,,,,0,,1973
1076,LaPhonso Ellis,"Ellis, LaPhonso",1992,Y,111,laphonso_ellis,0,,,,0,,2002
1077,LeRon Ellis,"Ellis, LeRon",1991,Y,1034,leron_ellis,0,,,,0,,1995
1078,Leroy Ellis,"Ellis, Leroy",1962,Y,76663,HISTADD_leroy_ellis,0,,,,0,,1975
1079,Monta Ellis,"Ellis, Monta",2005,Y,101145,monta_ellis,1,IND,Indiana,pacers,1610612754,Pacers,2016
1080,Pervis Ellison,"Ellison, Pervis",1989,Y,442,pervis_ellison,0,,,,0,,2000
1081,Len Elmore,"Elmore, Len",1976,Y,600010,HISTADD_len_elmore,0,,,,0,,1983
1082,Francisco Elson,"Elson, Francisco",2003,Y,1922,francisco_elson,0,,,,0,,2011
1083,Darrell Elston,"Elston, Darrell",1976,Y,76667,HISTADD_darrell_elston,0,,,,0,,1976
1084,Melvin Ely,"Ely, Melvin",2002,Y,2408,melvin_ely,0,,,,0,,2013
1085,Joel Embiid,"Embiid, Joel",2014,Y,203954,joel_embiid,1,PHI,Philadelphia,sixers,1610612755,76ers,2017
1086,Wayne Embry,"Embry, Wayne",1958,Y,76668,HISTADD_wayne_embry,0,,,,0,,1968
1087,Andre Emmett,"Emmett, Andre",2004,Y,2765,andre_emmett,0,,,,0,,2011
1088,Ned Endress,"Endress, Ned",1946,Y,76669,HISTADD_ned_endress,0,,,,0,,1946
1089,Chris Engler,"Engler, Chris",1982,Y,76670,HISTADD_chris_engler,0,,,,0,,1987
1090,Wayne Englestad,"Englestad, Wayne",1988,Y,76671,HISTADD_wayne_englestad,0,,,,0,,1988
1091,A.J. English,"English, A.J.",1990,Y,76672,HISTADD_aj_english,0,,,,0,,1991
1092,Alex English,"English, Alex",1976,Y,76673,HISTADD_alex_english,0,,,,0,,1990
1093,Claude English,"English, Claude",1970,Y,76674,HISTADD_claude_english,0,,,,0,,1970
1094,Jojo English,"English, Jojo",1992,Y,76676,HISTADD_jo_jo_english,0,,,,0,,1994
1095,Kim English,"English, Kim",2012,Y,203119,kim_english,0,,,,0,,2012
1096,Scott English,"English, Scott",1972,Y,76675,HISTADD_scott_english,0,,,,0,,1972
1097,Gene Englund,"Englund, Gene",1949,Y,76677,HISTADD_gene_englund,0,,,,0,,1949
1098,Tyler Ennis,"Ennis, Tyler",2014,Y,203898,tyler_ennis,1,MIL,Milwaukee,bucks,1610612749,Bucks,2017
1099,James Ennis III,"Ennis III, James",2014,Y,203516,james_ennis iii,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2017
1100,Ray Epps,"Epps, Ray",1978,Y,76678,HISTADD_ray_epps,0,,,,0,,1978
1101,Semih Erden,"Erden, Semih",2010,Y,201623,semih_erden,0,,,,0,,2011
1102,Bo Erias,"Erias, Bo",1957,Y,76679,HISTADD_bo_erias,0,,,,0,,1957
1103,Keith Erickson,"Erickson, Keith",1965,Y,76680,HISTADD_keith_erickson,0,,,,0,,1976
1104,Julius Erving,"Erving, Julius",1976,Y,76681,HISTADD_julius_erving,0,,,,0,,1986
1105,Evan Eschmeyer,"Eschmeyer, Evan",1999,Y,1915,evan_eschmeyer,0,,,,0,,2003
1106,Jack Eskridge,"Eskridge, Jack",1948,Y,76682,HISTADD_jack_eskridge,0,,,,0,,1948
1107,Vincenzo Esposito,"Esposito, Vincenzo",1995,Y,76683,HISTADD_vincenzo_esposito,0,,,,0,,1995
1108,Bob Evans,"Evans, Bob",1949,Y,76687,HISTADD_bob_evans,0,,,,0,,1949
1109,Brian Evans,"Evans, Brian",1996,Y,967,brian_evans,0,,,,0,,1998
1110,Earl Evans,"Evans, Earl",1979,Y,76685,HISTADD_earl_evans,0,,,,0,,1979
1111,Jawun Evans,"Evans, Jawun",2017,Y,1628393,jawun_evans,0,,,,0,,2017
1112,Jeremy Evans,"Evans, Jeremy",2010,Y,202379,jeremy_evans,1,DAL,Dallas,mavericks,1610612742,Mavericks,2017
1113,Maurice Evans,"Evans, Maurice",2001,Y,2230,maurice_evans,0,,,,0,,2011
1114,Mike Evans,"Evans, Mike",1979,Y,76686,HISTADD_mike_evans,0,,,,0,,1987
1115,Reggie Evans,"Evans, Reggie",2002,Y,2501,reggie_evans,0,,,,0,,2014
1116,Tyreke Evans,"Evans, Tyreke",2009,Y,201936,tyreke_evans,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2017
1117,Daniel Ewing,"Ewing, Daniel",2005,Y,101137,daniel_ewing,0,,,,0,,2006
1118,Patrick Ewing,"Ewing, Patrick",1985,Y,121,patrick_ewing,0,,,,0,,2001
1119,Patrick Ewing,"Ewing, Patrick",2010,Y,201607,patrick_ewing,0,,,,0,,2010
1120,Dante Exum,"Exum, Dante",2014,Y,203957,dante_exum,1,UTA,Utah,jazz,1610612762,Jazz,2017
1121,Christian Eyenga,"Eyenga, Christian",2010,Y,201963,christian_eyenga,0,,,,0,,2011
1122,Festus Ezeli,"Ezeli, Festus",2012,Y,203105,festus_ezeli,1,GSW,Golden State,warriors,1610612744,Warriors,2016
1123,Johnny Ezersky,"Ezersky, Johnny",1947,Y,76689,HISTADD_johnny_ezersky,0,,,,0,,1949
1124,Joe Fabel,"Fabel, Joe",1946,Y,76690,HISTADD_joe_fabel,0,,,,0,,1946
1125,John Fairchild,"Fairchild, John",1965,Y,76691,HISTADD_john_fairchild,0,,,,0,,1965
1126,Phil Farbman,"Farbman, Phil",1948,Y,76692,HISTADD_phil_farbman,0,,,,0,,1948
1127,Kenneth Faried,"Faried, Kenneth",2011,Y,202702,kenneth_faried,1,DEN,Denver,nuggets,1610612743,Nuggets,2017
1128,Dick Farley,"Farley, Dick",1954,Y,76693,HISTADD_dick_farley,0,,,,0,,1958
1129,Jordan Farmar,"Farmar, Jordan",2006,Y,200770,jordan_farmar,1,MEM,Memphis,grizzlies,1610612763,Grizzlies,2016
1130,Desmon Farmer,"Farmer, Desmon",2006,Y,2824,desmon_farmer,0,,,,0,,2008
1131,Jim Farmer,"Farmer, Jim",1987,Y,76695,HISTADD_jim_farmer,0,,,,0,,1993
1132,Mike Farmer,"Farmer, Mike",1958,Y,76694,HISTADD_mike_farmer,0,,,,0,,1965
1133,Tony Farmer,"Farmer, Tony",1997,Y,1108,tony_farmer,0,,,,0,,1999
1134,Bob Faught,"Faught, Bob",1946,Y,76696,HISTADD_bob_faught,0,,,,0,,1946
1135,Vitor Faverani,"Faverani, Vitor",2013,Y,203543,vitor_faverani,0,,,,0,,2013
1136,Derrick Favors,"Favors, Derrick",2010,Y,202324,derrick_favors,1,UTA,Utah,jazz,1610612762,Jazz,2017
1137,Nick Fazekas,"Fazekas, Nick",2007,Y,201174,nick_fazekas,0,,,,0,,2007
1138,Dave Fedor,"Fedor, Dave",1962,Y,76697,HISTADD_dave_fedor,0,,,,0,,1962
1139,Bob Feerick,"Feerick, Bob",1946,Y,76698,HISTADD_bob_feerick,0,,,,0,,1949
1140,Butch Feher,"Feher, Butch",1976,Y,76699,HISTADD_butch_feher,0,,,,0,,1976
1141,Jamie Feick,"Feick, Jamie",1996,Y,994,jamie_feick,0,,,,0,,2002
1142,Ron Feiereisel,"Feiereisel, Ron",1955,Y,76701,HISTADD_ron_feiereisel,0,,,,0,,1955
1143,George Feigenbaum,"Feigenbaum, George",1949,Y,76702,HISTADD_george_feigenbaum,0,,,,0,,1952
1144,Dave Feitl,"Feitl, Dave",1986,Y,76703,HISTADD_dave_feitl,0,,,,0,,1991
1145,Kay Felder,"Felder, Kay",2016,Y,1627770,kay_felder,0,,,,0,,2017
1146,Cristiano Felicio,"Felicio, Cristiano",2015,Y,1626245,cristiano_felicio,1,CHI,Chicago,bulls,1610612741,Bulls,2017
1147,Carrick Felix,"Felix, Carrick",2013,Y,203467,carrick_felix,0,,,,0,,2013
1148,Noel Felix,"Felix, Noel",2005,Y,101230,noel_felix,0,,,,0,,2005
1149,Ray Felix,"Felix, Ray",1953,Y,76704,HISTADD_ray_felix,0,,,,0,,1961
1150,Raymond Felton,"Felton, Raymond",2005,Y,101109,raymond_felton,1,DAL,Dallas,mavericks,1610612742,Mavericks,2017
1151,Jake Fendley,"Fendley, Jake",1951,Y,76705,HISTADD_jake_fendley,0,,,,0,,1952
1152,Bill Fenley,"Fenley, Bill",1946,Y,76706,HISTADD_bill_fenley,0,,,,0,,1946
1153,Desmond Ferguson,"Ferguson, Desmond",2003,Y,2724,desmond_ferguson,0,,,,0,,2003
1154,Terrance Ferguson,"Ferguson, Terrance",2017,Y,1628390,terrance_ferguson,0,,,,0,,2017
1155,Rudy Fernandez,"Fernandez, Rudy",2008,Y,201164,rudy_fernandez,0,,,,0,,2011
1156,Eric Fernsten,"Fernsten, Eric",1975,Y,76707,HISTADD_eric_fernsten,0,,,,0,,1983
1157,Al Ferrari,"Ferrari, Al",1955,Y,76708,HISTADD_al_ferrari,0,,,,0,,1962
1158,Rolando Ferreira,"Ferreira, Rolando",1988,Y,76709,HISTADD_rolando_ferreira,0,,,,0,,1988
1159,Duane Ferrell,"Ferrell, Duane",1988,Y,273,duane_ferrell,0,,,,0,,1998
1160,Yogi Ferrell,"Ferrell, Yogi",2016,Y,1627812,yogi_ferrell,0,,,,0,,2017
1161,Arnie Ferrin,"Ferrin, Arnie",1948,Y,76711,HISTADD_arnie_ferrin,0,,,,0,,1950
1162,Bob Ferry,"Ferry, Bob",1959,Y,76712,HISTADD_bob_ferry,0,,,,0,,1968
1163,Danny Ferry,"Ferry, Danny",1990,Y,198,danny_ferry,0,,,,0,,2002
1164,Kyrylo Fesenko,"Fesenko, Kyrylo",2007,Y,201178,kyrylo_fesenko,0,,,,0,,2011
1165,Kenny Fields,"Fields, Kenny",1984,Y,76713,HISTADD_kenny_fields,0,,,,0,,1987
1166,Landry Fields,"Fields, Landry",2010,Y,202361,landry_fields,0,,,,0,,2014
1167,Ron Filipek,"Filipek, Ron",1967,Y,76714,HISTADD_ron_filipek,0,,,,0,,1967
1168,Greg Fillmore,"Fillmore, Greg",1970,Y,76715,HISTADD_greg_fillmore,0,,,,0,,1971
1169,Hank Finkel,"Finkel, Hank",1966,Y,76716,HISTADD_hank_finkel,0,,,,0,,1974
1170,Michael Finley,"Finley, Michael",1995,Y,714,michael_finley,0,,,,0,,2009
1171,Danny Finn,"Finn, Danny",1952,Y,76717,HISTADD_danny_finn,0,,,,0,,1954
1172,Dorian Finney-Smith,"Finney-Smith, Dorian",2016,Y,1627827,dorian_finney-smith,0,,,,0,,2017
1173,Matt Fish,"Fish, Matt",1994,Y,900,matt_fish,0,,,,0,,1996
1174,Derek Fisher,"Fisher, Derek",1996,Y,965,derek_fisher,0,,,,0,,2013
1175,Gerald Fitch,"Fitch, Gerald",2005,Y,2809,gerald_fitch,0,,,,0,,2005
1176,Bob Fitzgerald,"Fitzgerald, Bob",1946,Y,76720,HISTADD_bob_fitzgerald,0,,,,0,,1948
1177,Dick Fitzgerald,"Fitzgerald, Dick",1946,Y,76719,HISTADD_dick_fitzgerald,0,,,,0,,1947
1178,Marcus Fizer,"Fizer, Marcus",2000,Y,2033,marcus_fizer,0,,,,0,,2005
1179,Jerry Fleishman,"Fleishman, Jerry",1946,Y,76721,HISTADD_jerry_fleishman,0,,,,0,,1952
1180,Al Fleming,"Fleming, Al",1977,Y,76722,HISTADD_al_fleming,0,,,,0,,1977
1181,Ed Fleming,"Fleming, Ed",1955,Y,76723,HISTADD_ed_fleming,0,,,,0,,1959
1182,Vern Fleming,"Fleming, Vern",1984,Y,313,vern_fleming,0,,,,0,,1995
1183,Luis Flores,"Flores, Luis",2004,Y,2784,luis_flores,0,,,,0,,2004
1184,Bruce Flowers,"Flowers, Bruce",1982,Y,76725,HISTADD_bruce_flowers,0,,,,0,,1982
1185,Sleepy Floyd,"Floyd, Sleepy",1982,Y,76726,HISTADD_sleepy_floyd,0,,,,0,,1994
1186,Jonny Flynn,"Flynn, Jonny",2009,Y,201938,jonny_flynn,0,,,,0,,2011
1187,Mike Flynn,"Flynn, Mike",1976,Y,76727,HISTADD_mike_flynn,0,,,,0,,1977
1188,Larry Fogle,"Fogle, Larry",1975,Y,76728,HISTADD_larry_fogle,0,,,,0,,1975
1189,Jack Foley,"Foley, Jack",1962,Y,76729,HISTADD_jack_foley,0,,,,0,,1962
1190,Ike Fontaine,"Fontaine, Ike",2001,Y,1829,ike_fontaine,0,,,,0,,2001
1191,Levi Fontaine,"Fontaine, Levi",1970,Y,76731,HISTADD_levi_fontaine,0,,,,0,,1970
1192,Jeff Foote,"Foote, Jeff",2011,Y,202880,jeff_foote,0,,,,0,,2011
1193,Bryn Forbes,"Forbes, Bryn",2016,Y,1627854,bryn_forbes,0,,,,0,,2017
1194,Gary Forbes,"Forbes, Gary",2010,Y,201814,gary_forbes,0,,,,0,,2011
1195,Alphonso Ford,"Ford, Alphonso",1993,Y,76732,HISTADD_alphonso_ford,0,,,,0,,1994
1196,Alton Ford,"Ford, Alton",2001,Y,2228,alton_ford,0,,,,0,,2003
1197,Chris Ford,"Ford, Chris",1972,Y,76733,HISTADD_chris_ford,0,,,,0,,1981
1198,Don Ford,"Ford, Don",1975,Y,76734,HISTADD_don_ford,0,,,,0,,1981
1199,Jake Ford,"Ford, Jake",1970,Y,76735,HISTADD_jake_ford,0,,,,0,,1971
1200,Phil Ford,"Ford, Phil",1978,Y,76736,HISTADD_phil_ford,0,,,,0,,1984
1201,Sharrod Ford,"Ford, Sharrod",2005,Y,101213,sharrod_ford,0,,,,0,,2005
1202,Sherell Ford,"Ford, Sherell",1995,Y,726,sherell_ford,0,,,,0,,1995
1203,T.J. Ford,"Ford, T.J.",2003,Y,2551,t.j._ford,0,,,,0,,2011
1204,Donnie Forman,"Forman, Donnie",1948,Y,76738,HISTADD_donnie_forman,0,,,,0,,1948
1205,Bayard Forrest,"Forrest, Bayard",1977,Y,76739,HISTADD_bayard_forrest,0,,,,0,,1978
1206,Joseph Forte,"Forte, Joseph",2001,Y,2218,joseph_forte,0,,,,0,,2002
1207,Courtney Fortson,"Fortson, Courtney",2011,Y,202622,courtney_fortson,0,,,,0,,2011
1208,Danny Fortson,"Fortson, Danny",1997,Y,1504,danny_fortson,0,,,,0,,2006
1209,Fred Foster,"Foster, Fred",1968,Y,76740,HISTADD_fred_foster,0,,,,0,,1976
