,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
2084,Dan King,"King, Dan",1954,N,77266,HISTADD_dan_king,0,,,,0,,1954
2085,Frankie King,"King, Frankie",1995,Y,701,frankie_king,0,,,,0,,1996
2086,George King,"King, George",1951,Y,77268,HISTADD_george_king,0,,,,0,,1957
2087,Gerard King,"King, Gerard",1998,Y,1562,gerard_king,0,,,,0,,2000
2088,Jim King,"King, Jim",1963,Y,77270,HISTADD_country_king,0,,,,0,,1972
2089,Jimmy King,"King, Jimmy",1995,Y,728,jimmy_king,0,,,,0,,1996
2090,Maury King,"King, Maury",1959,Y,77272,HISTADD_maury_king,0,,,,0,,1962
2091,Reggie King,"King, Reggie",1979,Y,77273,HISTADD_reggie_king,0,,,,0,,1984
2092,Rich King,"King, Rich",1991,Y,1101,rich_king,0,,,,0,,1994
2093,Stacey King,"King, Stacey",1989,Y,351,stacey_king,0,,,,0,,1996
2094,Tom King,"King, Tom",1946,Y,77276,HISTADD_tom_king,0,,,,0,,1946
2095,Bob Kinney,"Kinney, Bob",1948,Y,77277,HISTADD_bob_kinney,0,,,,0,,1949
2096,Tarence Kinsey,"Kinsey, Tarence",2006,Y,200814,tarence_kinsey,0,,,,0,,2008
2097,Andrei Kirilenko,"Kirilenko, Andrei",2001,Y,1905,andrei_kirilenko,0,,,,0,,2014
2098,Alex Kirk,"Kirk, Alex",2014,Y,203945,alex_kirk,0,,,,0,,2014
2099,Walt Kirk,"Kirk, Walt",1948,Y,77278,HISTADD_junior_kirk,0,,,,0,,1951
2100,Doug Kistler,"Kistler, Doug",1961,Y,77279,HISTADD_doug_kistler,0,,,,0,,1961
2101,Curtis Kitchen,"Kitchen, Curtis",1986,Y,77280,HISTADD_curtis_kitchen,0,,,,0,,1986
2102,Greg Kite,"Kite, Greg",1983,Y,1123,greg_kite,0,,,,0,,1994
2103,Kerry Kittles,"Kittles, Kerry",1996,Y,954,kerry_kittles,0,,,,0,,2004
2104,Maxi Kleber,"Kleber, Maxi",2017,Y,1628467,maxi_kleber,0,,,,0,,2017
2105,Joe Kleine,"Kleine, Joe",1985,Y,170,joe_kleine,0,,,,0,,1999
2106,Linas Kleiza,"Kleiza, Linas",2005,Y,101132,linas_kleiza,0,,,,0,,2012
2107,Leo Klier,"Klier, Leo",1948,Y,77283,HISTADD_crystal_klier,0,,,,0,,1949
2108,Herm Klotz,"Klotz, Herm",1947,Y,77284,HISTADD_red_klotz,0,,,,0,,1947
2109,Duane Klueh,"Klueh, Duane",1949,Y,77285,HISTADD_duane_klueh,0,,,,0,,1950
2110,Billy Knight,"Knight, Billy",1976,Y,77290,HISTADD_billy_knight,0,,,,0,,1984
2111,Bob Knight,"Knight, Bob",1954,Y,77287,HISTADD_bob_knight,0,,,,0,,1954
2112,Brandin Knight,"Knight, Brandin",2004,Y,2688,brandin_knight,0,,,,0,,2004
2113,Brandon Knight,"Knight, Brandon",2011,Y,202688,brandon_knight,1,PHX,Phoenix,suns,1610612756,Suns,2017
2114,Brevin Knight,"Knight, Brevin",1997,Y,1510,brevin_knight,0,,,,0,,2008
2115,Negele Knight,"Knight, Negele",1990,Y,1861,negele_knight,0,,,,0,,1998
2116,Ron Knight,"Knight, Ron",1970,Y,77288,HISTADD_ron_knight,0,,,,0,,1971
2117,Toby Knight,"Knight, Toby",1977,Y,77289,HISTADD_toby_knight,0,,,,0,,1981
2118,Travis Knight,"Knight, Travis",1996,Y,969,travis_knight,0,,,,0,,2002
2119,Lee Knorek,"Knorek, Lee",1946,Y,77291,HISTADD_lee_knorek,0,,,,0,,1949
2120,Dick Knostman,"Knostman, Dick",1953,Y,77292,HISTADD_dick_knostman,0,,,,0,,1953
2121,Rod Knowles,"Knowles, Rod",1968,Y,77293,HISTADD_rod_knowles,0,,,,0,,1968
2122,Bart Kofoed,"Kofoed, Bart",1987,Y,77294,HISTADD_bart_kofoed,0,,,,0,,1992
2123,Don Kojis,"Kojis, Don",1963,Y,77295,HISTADD_don_kojis,0,,,,0,,1974
2124,Milo Komenich,"Komenich, Milo",1949,Y,77296,HISTADD_milo_komenich,0,,,,0,,1949
2125,Howard Komives,"Komives, Howard",1964,Y,77297,HISTADD_howie_komives,0,,,,0,,1973
2126,Jon Koncak,"Koncak, Jon",1985,Y,402,jon_koncak,0,,,,0,,1995
2127,Bud Koper,"Koper, Bud",1964,Y,77299,HISTADD_bud_koper,0,,,,0,,1964
2128,Joe Kopicki,"Kopicki, Joe",1982,Y,77300,HISTADD_joe_kopicki,0,,,,0,,1984
2129,Furkan Korkmaz,"Korkmaz, Furkan",2017,Y,1627788,furkan_korkmaz,0,,,,0,,2017
2130,Frank Kornet,"Kornet, Frank",1989,Y,77301,HISTADD_frank_kornet,0,,,,0,,1990
2131,Luke Kornet,"Kornet, Luke",2017,Y,1628436,luke_kornet,0,,,,0,,2017
2132,Yaroslav Korolev,"Korolev, Yaroslav",2005,Y,101117,yaroslav_korolev,0,,,,0,,2006
2133,Kyle Korver,"Korver, Kyle",2003,Y,2594,kyle_korver,1,ATL,Atlanta,hawks,1610612737,Hawks,2017
2134,Len Kosmalski,"Kosmalski, Len",1974,Y,77302,HISTADD_len_kosmalski,0,,,,0,,1975
2135,Andy Kostecka,"Kostecka, Andy",1948,Y,77303,HISTADD_andy_kostecka,0,,,,0,,1948
2136,Harold Kottman,"Kottman, Harold",1946,Y,77304,HISTADD_harold_kottman,0,,,,0,,1946
2137,Kosta Koufos,"Koufos, Kosta",2008,Y,201585,kosta_koufos,1,SAC,Sacramento,kings,1610612758,Kings,2017
2138,Tom Kozelko,"Kozelko, Tom",1973,Y,77305,HISTADD_tom_kozelko,0,,,,0,,1975
2139,Arvid Kramer,"Kramer, Arvid",1979,Y,77306,HISTADD_arvid_kramer,0,,,,0,,1979
2140,Barry Kramer,"Kramer, Barry",1964,Y,77307,HISTADD_barry_kramer,0,,,,0,,1964
2141,Joel Kramer,"Kramer, Joel",1978,Y,77308,HISTADD_joel_kramer,0,,,,0,,1982
2142,Dan Kraus,"Kraus, Dan",1948,Y,77309,HISTADD_dan_kraus,0,,,,0,,1948
2143,Herb Krautblatt,"Krautblatt, Herb",1948,Y,77310,HISTADD_herb_krautblatt,0,,,,0,,1948
2144,Viacheslav Kravtsov,"Kravtsov, Viacheslav",2012,Y,203139,viacheslav_kravtsov,0,,,,0,,2013
2145,Jim Krebs,"Krebs, Jim",1957,Y,77311,HISTADD_red_krebs,0,,,,0,,1963
2146,Wayne Kreklow,"Kreklow, Wayne",1980,Y,77312,HISTADD_wayne_kreklow,0,,,,0,,1980
2147,Tom Kron,"Kron, Tom",1966,Y,77313,HISTADD_tommy_kron,0,,,,0,,1968
2148,Tom Kropp,"Kropp, Tom",1975,Y,77314,HISTADD_tom_kropp,0,,,,0,,1976
2149,Nenad Krstic,"Krstic, Nenad",2004,Y,2420,nenad_krstic,0,,,,0,,2010
2150,Larry Krystkowiak,"Krystkowiak, Larry",1986,Y,1474,larry_krystkowiak,0,,,,0,,1996
2151,Steve Kuberski,"Kuberski, Steve",1969,Y,77316,HISTADD_steve_kuberski,0,,,,0,,1977
2152,Leo Kubiak,"Kubiak, Leo",1949,Y,77317,HISTADD_leo_kubiak,0,,,,0,,1949
2153,Bruce Kuczenski,"Kuczenski, Bruce",1983,Y,77318,HISTADD_bruce_kuczenski,0,,,,0,,1983
2154,Frank Kudelka,"Kudelka, Frank",1949,Y,77319,HISTADD_apples_kudelka,0,,,,0,,1952
2155,John Kuester,"Kuester, John",1977,Y,77320,HISTADD_dupp_john_kuester,0,,,,0,,1979
2156,Ray Kuka,"Kuka, Ray",1947,Y,77322,HISTADD_ray_kuka,0,,,,0,,1948
2157,Toni Kukoc,"Kukoc, Toni",1993,Y,389,toni_kukoc,0,,,,0,,2005
2158,Kevin Kunnert,"Kunnert, Kevin",1973,Y,77323,HISTADD_kevin_kunnert,0,,,,0,,1981
2159,Mitch Kupchak,"Kupchak, Mitch",1976,Y,77324,HISTADD_mitch_kupchak,0,,,,0,,1985
2160,Charles Kupec,"Kupec, Charles",1975,Y,77325,HISTADD_cj_kupec,0,,,,0,,1977
2161,Rob Kurz,"Kurz, Rob",2008,Y,201633,rob_kurz,0,,,,0,,2009
2162,Ibrahim Kutluay,"Kutluay, Ibrahim",2004,Y,2825,ibrahim_kutluay,0,,,,0,,2004
2163,Kyle Kuzma,"Kuzma, Kyle",2017,Y,1628398,kyle_kuzma,0,,,,0,,2017
2164,Ognjen Kuzmic,"Kuzmic, Ognjen",2013,Y,203136,ognjen_kuzmic,0,,,,0,,2014
2165,Mindaugas Kuzminskas,"Kuzminskas, Mindaugas",2016,Y,1627851,mindaugas_kuzminskas,0,,,,0,,2017
2166,Fred LaCour,"LaCour, Fred",1960,Y,77327,HISTADD_fred_lacour,0,,,,0,,1962
2167,Raef LaFrentz,"LaFrentz, Raef",1998,Y,1711,raef_lafrentz,0,,,,0,,2008
2168,Tom LaGarde,"LaGarde, Tom",1977,Y,77328,HISTADD_tom_lagarde,0,,,,0,,1984
2169,Rusty LaRue,"LaRue, Rusty",1997,Y,1601,rusty_larue,0,,,,0,,2003
2170,Rudy LaRusso,"LaRusso, Rudy",1959,Y,77340,HISTADD_rudy_larusso,0,,,,0,,1968
2171,Zach LaVine,"LaVine, Zach",2014,Y,203897,zach_lavine,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2017
2172,Skal Labissiere,"Labissiere, Skal",2016,Y,1627746,skal_labissiere,0,,,,0,,2017
2173,Sam Lacey,"Lacey, Sam",1970,Y,77326,HISTADD_sam_lacey,0,,,,0,,1982
2174,Christian Laettner,"Laettner, Christian",1992,Y,363,christian_laettner,0,,,,0,,2004
2175,Oliver Lafayette,"Lafayette, Oliver",2009,Y,201802,oliver_lafayette,0,,,,0,,2009
2176,Bill Laimbeer,"Laimbeer, Bill",1980,Y,100263,bill_laimbeer,0,,,,0,,1993
2177,Pete Lalich,"Lalich, Pete",1946,Y,77329,HISTADD_pete_lalich,0,,,,0,,1946
2178,Bo Lamar,"Lamar, Bo",1976,Y,77330,HISTADD_bo_lamar,0,,,,0,,1976
2179,Doron Lamb,"Lamb, Doron",2012,Y,203117,doron_lamb,0,,,,0,,2013
2180,Jeremy Lamb,"Lamb, Jeremy",2012,Y,203087,jeremy_lamb,1,CHA,Charlotte,hornets,1610612766,Hornets,2017
2181,John Lambert,"Lambert, John",1975,Y,77331,HISTADD_john_lambert,0,,,,0,,1981
2182,Jeff Lamp,"Lamp, Jeff",1981,Y,77332,HISTADD_jeff_lamp,0,,,,0,,1988
2183,Maciej Lampe,"Lampe, Maciej",2003,Y,2573,maciej_lampe,0,,,,0,,2005
2184,Jim Lampley,"Lampley, Jim",1986,Y,77333,HISTADD_jimmy_lampley,0,,,,0,,1986
2185,Sean Lampley,"Lampley, Sean",2002,Y,2253,sean_lampley,0,,,,0,,2003
2186,Carl Landry,"Landry, Carl",2007,Y,201171,carl_landry,1,PHI,Philadelphia,sixers,1610612755,76ers,2015
2187,Marcus Landry,"Landry, Marcus",2009,Y,202068,marcus_landry,0,,,,0,,2009
2188,Mark Landsberger,"Landsberger, Mark",1977,Y,77334,HISTADD_mark_landsberger,0,,,,0,,1983
2189,Jerome Lane,"Lane, Jerome",1988,Y,77335,HISTADD_jerome_lane,0,,,,0,,1992
2190,Andrew Lang,"Lang, Andrew",1988,Y,457,andrew_lang,0,,,,0,,1999
2191,Antonio Lang,"Lang, Antonio",1994,Y,226,antonio_lang,0,,,,0,,1999
2192,James Lang,"Lang, James",2006,Y,2591,james_lang,0,,,,0,,2006
2193,Trajan Langdon,"Langdon, Trajan",1999,Y,1892,trajan_langdon,0,,,,0,,2001
2194,Keith Langford,"Langford, Keith",2007,Y,101247,keith_langford,0,,,,0,,2007
2195,Dan Langhi,"Langhi, Dan",2000,Y,2061,dan_langhi,0,,,,0,,2003
2196,Bob Lanier,"Lanier, Bob",1970,Y,600005,HISTADD_bob_lanier,0,,,,0,,1983
2197,Stu Lantz,"Lantz, Stu",1968,Y,77338,HISTADD_stu_lantz,0,,,,0,,1975
2198,Nicolas Laprovittola,"Laprovittola, Nicolas",2016,Y,1627879,nicolas_laprovittola,0,,,,0,,2016
2199,York Larese,"Larese, York",1961,Y,77339,HISTADD_york_larese,0,,,,0,,1961
2200,Shane Larkin,"Larkin, Shane",2013,Y,203499,shane_larkin,1,BKN,Brooklyn,nets,1610612751,Nets,2017
2201,John Laskowski,"Laskowski, John",1975,Y,77341,HISTADD_john_laskowski,0,,,,0,,1976
2202,Stephane Lasme,"Lasme, Stephane",2007,Y,201186,stephane_lasme,0,,,,0,,2007
2203,Dave Lattin,"Lattin, Dave",1967,Y,77342,HISTADD_dave_lattin,0,,,,0,,1968
2204,Priest Lauderdale,"Lauderdale, Priest",1996,Y,968,priest_lauderdale,0,,,,0,,1997
2205,Rich Laurel,"Laurel, Rich",1977,Y,77344,HISTADD_richard_laurel,0,,,,0,,1977
2206,Walt Lautenbach,"Lautenbach, Walt",1949,Y,77345,HISTADD_walt_lautenbach,0,,,,0,,1949
2207,Joffrey Lauvergne,"Lauvergne, Joffrey",2014,Y,203530,joffrey_lauvergne,1,DEN,Denver,nuggets,1610612743,Nuggets,2017
2208,Tony Lavelli,"Lavelli, Tony",1949,Y,77346,HISTADD_tony_lavelli,0,,,,0,,1950
2209,Bob Lavoy,"Lavoy, Bob",1950,Y,77347,HISTADD_bob_lavoy,0,,,,0,,1953
2210,Acie Law,"Law, Acie",2007,Y,201151,acie_law,0,,,,0,,2010
2211,Gani Lawal,"Lawal, Gani",2010,Y,202371,gani_lawal,0,,,,0,,2010
2212,Ed Lawrence,"Lawrence, Ed",1980,Y,77348,HISTADD_ed_lawrence,0,,,,0,,1980
2213,Jason Lawson,"Lawson, Jason",1997,Y,1535,jason_lawson,0,,,,0,,2002
2214,Ty Lawson,"Lawson, Ty",2009,Y,201951,ty_lawson,1,IND,Indiana,pacers,1610612754,Pacers,2017
2215,Jake Layman,"Layman, Jake",2016,Y,1627774,jake_layman,0,,,,0,,2017
2216,Dennis Layton,"Layton, Dennis",1971,Y,77350,HISTADD_mo_layton,0,,,,0,,1977
2217,Caris LeVert,"LeVert, Caris",2016,Y,1627747,caris_levert,0,,,,0,,2017
2218,TJ Leaf,"Leaf, TJ",2017,Y,1628388,tj_leaf,0,,,,0,,2017
2219,Emanuel Leaks,"Leaks, Emanuel",1972,Y,77351,HISTADD_manny_leaks,0,,,,0,,1973
2220,Hal Lear,"Lear, Hal",1956,Y,77352,HISTADD_king_lear,0,,,,0,,1956
2221,Allen Leavell,"Leavell, Allen",1979,Y,77353,HISTADD_allen_leavell,0,,,,0,,1988
2222,Jeff Lebo,"Lebo, Jeff",1989,Y,77354,HISTADD_jeff_lebo,0,,,,0,,1989
2223,Eric Leckner,"Leckner, Eric",1988,Y,287,eric_leckner,0,,,,0,,1996
2224,Ricky Ledo,"Ledo, Ricky",2013,Y,203495,ricky_ledo,0,,,,0,,2014
2225,Butch Lee,"Lee, Butch",1978,Y,77356,HISTADD_butch_lee,0,,,,0,,1979
2226,Clyde Lee,"Lee, Clyde",1966,Y,77357,HISTADD_clyde_lee,0,,,,0,,1975
2227,Courtney Lee,"Lee, Courtney",2008,Y,201584,courtney_lee,1,CHA,Charlotte,hornets,1610612766,Hornets,2017
2228,Damion Lee,"Lee, Damion",2017,Y,1627814,damion_lee,0,,,,0,,2017
2229,David Lee,"Lee, David",2005,Y,101135,david_lee,1,DAL,Dallas,mavericks,1610612742,Mavericks,2016
2230,Doug Lee,"Lee, Doug",1991,Y,77358,HISTADD_doug_lee,0,,,,0,,1994
2231,George Lee,"Lee, George",1960,Y,77359,HISTADD_george_lee,0,,,,0,,1967
2232,Greg Lee,"Lee, Greg",1975,Y,77360,HISTADD_greg_lee,0,,,,0,,1975
2233,Keith Lee,"Lee, Keith",1985,Y,77361,HISTADD_keith_lee,0,,,,0,,1988
2234,Kurk Lee,"Lee, Kurk",1990,Y,77362,HISTADD_kurk_lee,0,,,,0,,1990
2235,Malcolm Lee,"Lee, Malcolm",2011,Y,202723,malcolm_lee,0,,,,0,,2014
2236,Rock Lee,"Lee, Rock",1981,Y,77363,HISTADD_rock_lee,0,,,,0,,1981
2237,Ron Lee,"Lee, Ron",1976,Y,77364,HISTADD_ron_lee,0,,,,0,,1981
2238,Russell Lee,"Lee, Russell",1972,Y,77365,HISTADD_russell_lee,0,,,,0,,1974
2239,Ed Leede,"Leede, Ed",1949,Y,77366,HISTADD_ed_leede,0,,,,0,,1950
2240,Hank Lefkowitz,"Lefkowitz, Hank",1946,Y,77367,HISTADD_hank_lefkowitz,0,,,,0,,1946
2241,Tim Legler,"Legler, Tim",1989,Y,100,tim_legler,0,,,,0,,1999
2242,George Lehmann,"Lehmann, George",1967,Y,77369,HISTADD_george_lehmann,0,,,,0,,1968
2243,Walter Lemon Jr.,"Lemon Jr., Walter",2017,Y,1627215,walter_lemon jr.,0,,,,0,,2017
2244,Alex Len,"Len, Alex",2013,Y,203458,alex_len,1,PHX,Phoenix,suns,1610612756,Suns,2017
2245,Voshon Lenard,"Lenard, Voshon",1995,Y,702,voshon_lenard,0,,,,0,,2005
2246,Bob Leonard,"Leonard, Bob",1956,Y,77371,HISTADD_slick_leonard,0,,,,0,,1962
2247,Gary Leonard,"Leonard, Gary",1989,Y,77370,HISTADD_gary_leonard,0,,,,0,,1991
2248,Kawhi Leonard,"Leonard, Kawhi",2011,Y,202695,kawhi_leonard,1,SAS,San Antonio,spurs,1610612759,Spurs,2017
2249,Meyers Leonard,"Leonard, Meyers",2012,Y,203086,meyers_leonard,1,POR,Portland,blazers,1610612757,Trail Blazers,2017
2250,Jim Les,"Les, Jim",1988,Y,77372,HISTADD_jim_les,0,,,,0,,1994
2251,Travis Leslie,"Leslie, Travis",2011,Y,202727,travis_leslie,0,,,,0,,2011
2252,Ronnie Lester,"Lester, Ronnie",1980,Y,77373,HISTADD_ronnie_lester,0,,,,0,,1985
2253,Clifford Lett,"Lett, Clifford",1989,Y,77374,HISTADD_clifford_lett,0,,,,0,,1990
2254,Jon Leuer,"Leuer, Jon",2011,Y,202720,jon_leuer,1,PHX,Phoenix,suns,1610612756,Suns,2017
2255,Andrew Levane,"Levane, Andrew",1948,Y,77375,HISTADD_fuzzy_levane,0,,,,0,,1952
2256,Lafayette Lever,"Lever, Lafayette",1982,Y,77376,HISTADD_fat_lever,0,,,,0,,1993
2257,Cliff Levingston,"Levingston, Cliff",1982,Y,77377,HISTADD_cliff_levingston,0,,,,0,,1994
2258,Bobby Lewis,"Lewis, Bobby",1967,Y,77385,HISTADD_bobby_lewis,0,,,,0,,1970
2259,Cedric Lewis,"Lewis, Cedric",1995,Y,736,cedric_lewis,0,,,,0,,1995
2260,Fred Lewis,"Lewis, Fred",1948,Y,77379,HISTADD_fred_lewis,0,,,,0,,1949
2261,Freddie Lewis,"Lewis, Freddie",1966,Y,77380,HISTADD_freddie_lewis,0,,,,0,,1976
2262,Grady Lewis,"Lewis, Grady",1946,Y,77381,HISTADD_grady_lewis,0,,,,0,,1948
2263,Martin Lewis,"Lewis, Martin",1995,Y,729,martin_lewis,0,,,,0,,1996
2264,Quincy Lewis,"Lewis, Quincy",1999,Y,1900,quincy_lewis,0,,,,0,,2003
2265,Ralph Lewis,"Lewis, Ralph",1987,Y,77383,HISTADD_ralph_lewis,0,,,,0,,1989
2266,Rashard Lewis,"Lewis, Rashard",1998,Y,1740,rashard_lewis,0,,,,0,,2013
2267,Reggie Lewis,"Lewis, Reggie",1987,Y,77384,HISTADD_reggie_lewis,0,,,,0,,1992
2268,Marcus Liberty,"Liberty, Marcus",1990,Y,77386,HISTADD_marcus_liberty,0,,,,0,,1993
2269,Todd Lichti,"Lichti, Todd",1989,Y,77387,HISTADD_todd_lichti,0,,,,0,,1993
2270,DeAndre Liggins,"Liggins, DeAndre",2011,Y,202732,deandre_liggins,0,,,,0,,2017
2271,Bill Ligon,"Ligon, Bill",1974,Y,77388,HISTADD_bill_ligon,0,,,,0,,1974
2272,Damian Lillard,"Lillard, Damian",2012,Y,203081,damian_lillard,1,POR,Portland,blazers,1610612757,Trail Blazers,2017
2273,Jeremy Lin,"Lin, Jeremy",2010,Y,202391,jeremy_lin,1,CHA,Charlotte,hornets,1610612766,Hornets,2017
2274,Steve Lingenfelter,"Lingenfelter, Steve",1982,Y,77389,HISTADD_steve_lingenfelter,0,,,,0,,1983
2275,Alton Lister,"Lister, Alton",1981,Y,175,alton_lister,0,,,,0,,1997
2276,Randy Livingston,"Livingston, Randy",1996,Y,988,randy_livingston,0,,,,0,,2006
2277,Shaun Livingston,"Livingston, Shaun",2004,Y,2733,shaun_livingston,1,GSW,Golden State,warriors,1610612744,Warriors,2017
2278,Ron Livingstone,"Livingstone, Ron",1949,Y,77392,HISTADD_ron_livingstone,0,,,,0,,1950
2279,Horacio Llamas,"Llamas, Horacio",1996,Y,1024,horacio_llamas,0,,,,0,,2002
2280,Earl Lloyd,"Lloyd, Earl",1950,Y,77394,HISTADD_bigcat_lloyd,0,,,,0,,1959
2281,Lewis Lloyd,"Lloyd, Lewis",1981,Y,77395,HISTADD_lewis_lloyd,0,,,,0,,1989
2282,Scott Lloyd,"Lloyd, Scott",1976,Y,77396,HISTADD_scott_lloyd,0,,,,0,,1982
2283,Bob Lochmueller,"Lochmueller, Bob",1952,Y,77397,HISTADD_bob_lochmueller,0,,,,0,,1952
2284,Robert Lock,"Lock, Robert",1988,Y,77398,HISTADD_rob_lock,0,,,,0,,1988
2285,Darrell Lockhart,"Lockhart, Darrell",1983,Y,77399,HISTADD_darrell_lockhart,0,,,,0,,1983
2286,Ian Lockhart,"Lockhart, Ian",1990,Y,1100,ian_lockhart,0,,,,0,,1990
2287,Kevin Loder,"Loder, Kevin",1981,Y,77401,HISTADD_kevin_loder,0,,,,0,,1983
2288,Don Lofgran,"Lofgran, Don",1950,Y,77402,HISTADD_donald_lofgran,0,,,,0,,1953
2289,Johnny Logan,"Logan, Johnny",1946,Y,77403,HISTADD_johnny_logan,0,,,,0,,1950
2290,Brad Lohaus,"Lohaus, Brad",1987,Y,38,brad_lohaus,0,,,,0,,1997
2291,Art Long,"Long, Art",2000,Y,1609,art_long,0,,,,0,,2002
2292,Grant Long,"Long, Grant",1988,Y,3,grant_long,0,,,,0,,2002
2293,John Long,"Long, John",1978,Y,1381,john_long,0,,,,0,,1996
2294,Paul Long,"Long, Paul",1967,Y,77406,HISTADD_paul_long,0,,,,0,,1970
2295,Shawn Long,"Long, Shawn",2016,Y,1627848,shawn_long,0,,,,0,,2016
2296,Luc Longley,"Longley, Luc",1991,Y,26,luc_longley,0,,,,0,,2000
2297,Kevon Looney,"Looney, Kevon",2015,Y,1626172,kevon_looney,1,GSW,Golden State,warriors,1610612744,Warriors,2017
2298,Brook Lopez,"Lopez, Brook",2008,Y,201572,brook_lopez,1,BKN,Brooklyn,nets,1610612751,Nets,2017
2299,Felipe Lopez,"Lopez, Felipe",1998,Y,1732,felipe_lopez,0,,,,0,,2002
2300,Raul Lopez,"Lopez, Raul",2002,Y,2221,raul_lopez,0,,,,0,,2004
2301,Robin Lopez,"Lopez, Robin",2008,Y,201577,robin_lopez,1,NYK,New York,knicks,1610612752,Knicks,2017
2302,Ryan Lorthridge,"Lorthridge, Ryan",1994,Y,943,ryan_lorthridge,0,,,,0,,1994
2303,Jim Loscutoff,"Loscutoff, Jim",1955,Y,77409,HISTADD_jim_loscutoff,0,,,,0,,1963
2304,Plummer Lott,"Lott, Plummer",1967,Y,77410,HISTADD_plummer_lott,0,,,,0,,1968
2305,Kevin Loughery,"Loughery, Kevin",1962,Y,77411,HISTADD_kevin_loughery,0,,,,0,,1972
2306,Bob Love,"Love, Bob",1966,Y,77412,HISTADD_butterbean_love,0,,,,0,,1976
2307,Kevin Love,"Love, Kevin",2008,Y,201567,kevin_love,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2017
2308,Stan Love,"Love, Stan",1971,Y,77413,HISTADD_stan_love,0,,,,0,,1974
2309,Clyde Lovellette,"Lovellette, Clyde",1953,Y,77414,HISTADD_clyde_lovellette,0,,,,0,,1963
2310,Sidney Lowe,"Lowe, Sidney",1983,Y,77415,HISTADD_sidney_lowe,0,,,,0,,1989
2311,Chuck Lowery,"Lowery, Chuck",1971,Y,77416,HISTADD_chuck_lowery,0,,,,0,,1971
2312,Kyle Lowry,"Lowry, Kyle",2006,Y,200768,kyle_lowry,1,TOR,Toronto,raptors,1610612761,Raptors,2017
2313,Al Lucas,"Lucas, Al",1948,Y,77417,HISTADD_lukey_lucas,0,,,,0,,1948
2314,Jerry Lucas,"Lucas, Jerry",1963,Y,77418,HISTADD_jerry_lucas,0,,,,0,,1973
2315,John Lucas,"Lucas, John",1976,Y,77419,HISTADD_john_lucas,0,,,,0,,1989
2316,Kalin Lucas,"Lucas, Kalin",2014,Y,203564,kalin_lucas,0,,,,0,,2014
2317,Maurice Lucas,"Lucas, Maurice",1976,Y,77420,HISTADD_maurice_lucas,0,,,,0,,1987
2318,John Lucas III,"Lucas III, John",2005,Y,101249,john_lucas iii,0,,,,0,,2016
2319,Ted Luckenbill,"Luckenbill, Ted",1961,Y,77421,HISTADD_ted_luckenbill,0,,,,0,,1962
2320,Tyronn Lue,"Lue, Tyronn",1998,Y,1731,tyronn_lue,0,,,,0,,2008
2321,Jim Luisi,"Luisi, Jim",1953,Y,77422,HISTADD_jim_luisi,0,,,,0,,1953
2322,Al Lujack,"Lujack, Al",1946,Y,77423,HISTADD_al_lujack,0,,,,0,,1946
2323,Phil Lumpkin,"Lumpkin, Phil",1974,Y,77424,HISTADD_phil_lumpkin,0,,,,0,,1975
2324,Ray Lumpp,"Lumpp, Ray",1948,Y,77425,HISTADD_ray_lumpp,0,,,,0,,1952
2325,Timothe Luwawu-Cabarrot,"Luwawu-Cabarrot, Timothe",2016,Y,1627789,timothe_luwawu-cabarrot,0,,,,0,,2017
2326,Tyler Lydon,"Lydon, Tyler",2017,Y,1628399,tyler_lydon,0,,,,0,,2017
2327,Trey Lyles,"Lyles, Trey",2015,Y,1626168,trey_lyles,1,UTA,Utah,jazz,1610612762,Jazz,2017
2328,George Lynch,"Lynch, George",1993,Y,248,george_lynch,0,,,,0,,2004
2329,Kevin Lynch,"Lynch, Kevin",1991,Y,77426,HISTADD_kevin_lynch,0,,,,0,,1992
2330,Mike Lynn,"Lynn, Mike",1969,Y,77427,HISTADD_mike_lynn,0,,,,0,,1970
2331,Sheldon Mac,"Mac, Sheldon",2016,Y,1627815,sheldon_mac,0,,,,0,,2016
2332,Todd MacCulloch,"MacCulloch, Todd",1999,Y,1928,todd_macculloch,0,,,,0,,2003
2333,Ronnie MacGilvray,"MacGilvray, Ronnie",1954,Y,77430,HISTADD_ronnie_macgilvray,0,,,,0,,1954
2334,Don MacLean,"MacLean, Don",1992,Y,931,don_maclean,0,,,,0,,2000
2335,Mike Macaluso,"Macaluso, Mike",1973,Y,77428,HISTADD_mike_macaluso,0,,,,0,,1973
2336,Ed Macauley,"Macauley, Ed",1949,Y,77429,HISTADD_ed_macauley,0,,,,0,,1958
2337,Scott Machado,"Machado, Scott",2012,Y,203159,scott_machado,0,,,,0,,2012
2338,Arvydas Macijauskas,"Macijauskas, Arvydas",2005,Y,101178,arvydas_macijauskas,0,,,,0,,2005
2339,Ollie Mack,"Mack, Ollie",1979,Y,77432,HISTADD_ollie_mack,0,,,,0,,1981
2340,Sam Mack,"Mack, Sam",1992,Y,694,sam_mack,0,,,,0,,2001
